,tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,plot,actor
13,tt10838180,The Matrix Resurrections,The Matrix Resurrections,2021,148,"Action,Sci-Fi",5.7,258887.0,"Suffering from palpable delusions, burnt-out Thomas Anderson, the award-winning creator of The Matrix (1999) video game series, now relies on potent blue pills to keep his inner demons at bay. Then, amid inexplicable, reality-defying visions, Thomas spots Tiffany, a familiar-looking perfect stranger evoking strange emotions, and his already fragile mental state starts to deteriorate. As Mr Anderson yearns for an explanation while teetering on the brink of depression, once more, he confronts a pressing dilemma and the burden of choice. On the one hand, blissful ignorance guarantees the illusion of safety. On the other hand, the unbearable truth of reality can only mean one thing: the elaborate Matrix goes beyond the limits of imagination. But, somehow, Thomas already knows what he has to do. However, does he want to know how deep the rabbit hole goes?",Keanu Reeves
14,tt10872600,Spider-Man: No Way Home,Spider-Man: No Way Home,2021,148,"Action,Adventure,Fantasy",8.2,786412.0,"Peter Parker's secret identity is revealed to the entire world. Desperate for help, Peter turns to Doctor Strange to make the world forget that he is Spider-Man. The spell goes horribly wrong and shatters the multiverse, bringing in monstrous villains that could destroy the world.",
15,tt10954600,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,2023,124,"Action,Adventure,Comedy",6.4,104950.0,"When Scott Lang and Hope van Dyne, along with Hope's parents, Hank Pym and Janet van Dyne, and Scott's daughter, Cassie, are accidentally sent to the Quantum Realm, they soon find themselves exploring the Realm, interacting with strange new creatures",
16,tt10986222,C'mon C'mon,C'mon C'mon,2021,109,Drama,7.4,33859.0,"Johnny is an emotionally stunted and softspoken radio journalist who travels the country interviewing a variety of kids about their thoughts concerning their world and their future. Then Johnny's saddled with caring for his young nephew Jesse. Jesse brings a new perspective and, as they travel from state to state, effectively turns the emotional tables on Johnny.",Joaquin Phoenix
17,tt11003218,Pig,Pig,2021,92,"Drama,Mystery",6.9,80134.0,"With his only connection to the outside world lying in Portland businessman Amir, taciturn, meditative hermit Rob has found solace deep in the heart of the dense Oregon forests and the unique bond with his only companion: his beloved truffle-hunting pig. Tired of grappling with the profound sadness of prolonged grief, Rob relies on a simple daily routine to keep his sanity, self-respect, and dignity, utterly unaware that he has already caught unwanted attention. Now, his best friend is missing, and revenge can only make things worse. Indeed, strange as it sounds, inconsolable Rob only wants his pig back, and if he has to, he'll go to the edge of the world to find her. But first things first. Who has Rob's pig?",Nicolas Cage
18,tt11138512,The Northman,The Northman,2022,137,"Action,Adventure,Drama",7.1,224717.0,"The Viking Age. With a mind aflame with hate and revenge, Prince Amleth, the wronged son of King Aurvandill War-Raven, heads to cold, windswept Iceland to retrieve what was stolen from him: a father, a mother, and a kingdom. And like a war dog picking up the enemy's scent, brutal Amleth embarks on a murderous quest to find the hateful adversary, whose life is forever woven together with his by the threads of fate. Now, in the name of Valhalla, no one can stop the Northman, not even God.",Nicole Kidman
19,tt11169050,Supernova,Supernova,2020,95,"Drama,Romance",6.9,12507.0,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.",Stanley Tucci
20,tt11214590,House of Gucci,House of Gucci,2021,158,"Biography,Crime,Drama",6.6,144017.0,"House of Gucci is inspired by the family empire behind the Italian fashion house of Gucci. When Patrizia Reggiani (Lady Gaga), an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder.",Al Pacino
21,tt1124035,The Ides of March,The Ides of March,2011,101,"Drama,Thriller",7.1,225719.0,"Stephen Meyers is a young idealist who's brilliant at communications, is second in command of Governor Mike Morris's presidential campaign, and is a true believer. In the middle of the Ohio primary, the campaign manager of Morris's opponent asks Meyers to meet; he offers him a job. At the same time, Morris's negotiations for the endorsement of the man in third place, a North Carolina Senator, hit a snag. A young campaign intern, Molly Stearns, gets Stephen's romantic attention. Republicans have a trick up their sleeve; Stephen may be too trusting, and Molly has a secret. What's most important, career, victory, or virtue?",Ryan Gosling
22,tt11271038,Licorice Pizza,Licorice Pizza,2021,133,"Comedy,Drama,Romance",7.2,125663.0,"LICORICE PIZZA is the story of Alana Kane and Gary Valentine growing up, running around and falling in love in the San Fernando Valley, 1973. Written and Directed by Paul Thomas Anderson, the film tracks the treacherous navigation of first love.",
23,tt11286314,Don't Look Up,Don't Look Up,2021,138,"Comedy,Drama,Sci-Fi",7.2,553515.0,"Kate Dibiasky (Jennifer Lawrence), an astronomy grad student, and her professor Dr. Randall Mindy (Leonardo DiCaprio) make an astounding discovery of a comet orbiting within the solar system. The problem - it's on a direct collision course with Earth. The other problem? No one really seems to care. Turns out warning mankind about a planet-killer the size of Mount Everest is an inconvenient fact to navigate. With the help of Dr. Oglethorpe (Rob Morgan), Kate and Randall embark on a media tour that takes them from the office of an indifferent President Orlean (Meryl Streep) and her sycophantic son and Chief of Staff, Jason (Jonah Hill), to the airwaves of The Daily Rip, an upbeat morning show hosted by Brie (Cate Blanchett) and Jack (Tyler Perry). With only six months until the comet makes impact, managing the 24-hour news cycle and gaining the attention of the social media obsessed public before it's too late proves shockingly comical - what will it take to get the world to just look up?.",Leonardo DiCaprio
24,tt11291274,The Unbearable Weight of Massive Talent,The Unbearable Weight of Massive Talent,2022,107,"Action,Comedy,Crime",7.0,117685.0,"The fictionalized version of Nick Cage must accept a $1 million offer to attend the birthday of a dangerous super fan Javi Gutierrez. Things take a wildly unexpected turn when Nick Cage is recruited by a CIA operative Vivian and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",Nicolas Cage
25,tt1130884,Shutter Island,Shutter Island,2010,138,"Mystery,Thriller",8.2,1350289.0,"In 1954, up-and-coming U.S. marshal Teddy Daniels is assigned to investigate the disappearance of a patient from Boston's Shutter Island Ashecliffe Hospital. He's been pushing for an assignment on the island for personal reasons, but before long he thinks he's been brought there as part of a twisted plot by hospital doctors whose radical treatments range from unethical to illegal to downright sinister. Teddy's shrewd investigating skills soon provide a promising lead, but the hospital refuses him access to records he suspects would break the case wide open. As a hurricane cuts off communication with the mainland, more dangerous criminals ""escape"" in the confusion, and the puzzling, improbable clues multiply, Teddy begins to doubt everything - his memory, his partner, even his own sanity.",Leonardo DiCaprio
26,tt11358390,Renfield,Renfield,2023,93,"Comedy,Fantasy,Horror",6.7,6750.0,R.M. Renfield (Nicholas Hoult) decides to leave his centuries-long line of work as a henchman and familiar to Count Dracula (Nicolas Cage) and finds a new lease on life in modern day New Orleans when he falls in love with a feisty but perennially aggressive traffic cop named Rebecca Quincy (Awkwafina).,Nicolas Cage
27,tt11433048,Wild Indian,Wild Indian,2021,90,"Crime,Drama,Mystery",5.8,1486.0,"Decades after covering up his classmate's murder, Michael (Michael Greyeyes) has moved on from his reservation and fractured past. When a man who shares his violent secret seeks vengeance, Michael goes to great lengths to protect his new life with his wife (Kate Bosworth) and boss (Jesse Eisenberg) from the demons of his past.",Jesse Eisenberg
28,tt11525644,No Sudden Move,No Sudden Move,2021,115,"Crime,Drama,Mystery",6.4,37344.0,"Three career criminals are hired to perform what appears to be a relatively quick and simple operation: hold an accountant's wife and children hostage while he fetches a document from his boss's office. However, things unravel pretty quickly and it appears that there are greater forces at work.",Don Cheadle
29,tt11564570,Glass Onion,Glass Onion,2022,139,"Comedy,Crime,Drama",7.2,380686.0,"Five long-time friends are invited to the Greek island home of billionaire Miles Bron. All five know Bron from way back and owe their current wealth, fame and careers to him. The main event is a murder weekend game with Bron to be the victim. In reality, they all have reasons to kill him. Also invited is Benoit Blanc, the world's greatest detective.",Daniel Craig
30,tt11827628,Memory,Memory,2022,114,"Action,Crime,Thriller",5.7,29419.0,"Alex Lewis (Liam Neeson) is an expert assassin with a reputation for discreet precision. Caught in a moral quagmire, Alex refuses to complete a job that violates his code and must quickly hunt down and kill the people who hired him before they and FBI agent Vincent Serra (Guy Pearce) find him first. Alex is built for revenge but, with a memory that is beginning to falter, he is forced to question his every action, blurring the line between right and wrong.",Liam Neeson
31,tt1194263,Get Low,Get Low,2009,103,"Drama,Mystery",7.0,23582.0,"Felix Bush (Robert Duvall) is a hermit who has no regard for anybody in the town or anyone who wants to get to know him. But one day, after a fellow old hermit has died and he hears people in the town telling stories about him, he decides that he needs to get these stories out in the public. He recruits Frank (Bill Murray), the local funeral home director, to host his own funeral. This way he can hear what everyone is saying about him, and get the truth to his past out in the open. But will he be able to get anybody to come? And will he be able to reveal his secrets?",Robert Duvall
32,tt1204976,Monopoly,Monopoly,2027,\N,"Adventure,Comedy",,,"A trio of kids from Baltic Avenue discover that Charles Darrow, the inventor of Monopoly, hid a coded secret in the game that we've all been playing with for generations, setting them off on an adventure through the streets of Atlantic City, racing through forgotten underground railroads, the Boardwalk and more as they're pursued by a near-bankrupt casino owner also competing to find Darrow's hidden fortune.",Kevin Hart
33,tt1206543,Out of the Furnace,Out of the Furnace,2013,116,"Action,Crime,Drama",6.7,119991.0,"Russell and his younger brother Rodney live in the economically depressed Rust Belt and have always dreamed of escaping and finding better lives. But when a cruel twist of fate lands Russell in prison, Rodney becomes involved with one of the most violent and ruthless crime rings in the Northeast - a mistake that will cost him everything. Once released, Russell must choose between his own freedom or risking it all to seek justice for his brother.",Christian Bale
34,tt1206885,Rambo: Last Blood,Rambo: Last Blood,2019,89,"Action,Crime,Thriller",6.1,102553.0,"Almost four decades after they drew first blood, Sylvester Stallone is back as one of the greatest action heroes of all time, John Rambo. Now, Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission. A deadly journey of vengeance, RAMBO: LAST BLOOD marks the last chapter of the legendary series.",Sylvester Stallone
35,tt12108622,Infinitum: Subject Unknown,Infinitum: Subject Unknown,2021,86,"Mystery,Sci-Fi",4.0,8992.0,"Shot on an iPhone with a remote crew during the first lockdown in London, Infinitum Subject Unknown is a mind-bending slice of British science fiction. Jane (Tori Butler-Hart) wakes up in a strange attic, bound and tied to a chair, she has no idea where she is or who she is. As panic sets in, she sees a violent bright light flash in front of her eyes and once again she wakes up; same situation as before, an exact repeat. Voices bleed in from another time and place, giving Jane clues to what might be happening to her. She escapes and embarks on a journey through an empty parallel world leading her to a Quantum science research laboratory in the middle of nowhere. There she discovers tapes from Dr Charles Marland-White (Ian McKellen) and Professor Aaron Ostergaard (Conleth Hill) and their experiment involving human test subjects.",Ian McKellen
36,tt1213641,First Man,First Man,2018,141,"Biography,Drama,History",7.3,193016.0,"A Biopic on the life of the legendary American Astronaut Neil Armstrong from 1961-1969, on his journey to becoming the first human to walk the moon. Exploring the sacrifices and costs on the Nation and Neil himself, during one of the most dangerous missions in the history of space travel.",Ryan Gosling
37,tt1216491,Kill the Messenger,Kill the Messenger,2014,112,"Biography,Crime,Drama",6.9,47659.0,"Based on the true story of journalist Gary Webb. The film takes place in the mid-1990s, when Webb uncovered the CIA's past role in importing huge amounts of cocaine into the U.S. that was aggressively sold in ghettos across the country to raise money for the Nicaraguan Contras' rebel army. Despite enormous pressure not to, Webb chose to pursue the story and went public with his evidence, publishing the series ""Dark Alliance"". As a result he experienced a vicious smear campaign fueled by the CIA. At that point Webb found himself defending his integrity, his family, and his life.",Jeremy Renner
38,tt12263384,Extraction 2,Extraction 2,2023,\N,"Action,Thriller",,,"After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission. Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Sydney, in order to get revenge.",Chris Hemsworth
39,tt1226837,Beautiful Boy,Beautiful Boy,2018,120,"Biography,Drama",7.3,84948.0,"After he and his first wife separate, journalist David Sheff (Carrell) struggles to help their teenage son (Chalamet), who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine. Directed by Felix Van Groeningen (The Broken Circle Breakdown), and based on Sheff's bestselling memoir ""Beautiful Boy: A Father's Journey Through His Son's Addiction"".",Steve Carell
40,tt1228705,Iron Man 2,Iron Man 2,2010,124,"Action,Sci-Fi",6.9,832344.0,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press, and the public to share his technology with the military. Unwilling to let go of his invention, Stark, along with Pepper Potts, and James ""Rhodey"" Rhodes at his side, must forge new alliances - and confront powerful enemies.",Robert Downey Jr.
41,tt1229238,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,2011,132,"Action,Adventure,Thriller",7.4,499423.0,"In the fourth installment of the Mission Impossible series, Ethan Hunt and a new team race against time to track down Hendricks, a dangerous terrorist who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt by the team to stop him at the Kremlin ends in a disaster, with an explosion causing severe damage to the Kremlin and the IMF being implicated in the bombing, forcing the President to invoke Ghost Protocol, under which the IMF is disavowed, and will be offered no help or backup in any form. Undaunted, Ethan and his team chase Hendricks to Dubai, and from there to Mumbai, but several spectacular action sequences later, they might still be too late to stop a disaster.",Tom Cruise
42,tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,119,Comedy,6.3,186063.0,"Having left San Diego for New York City, Ron Burgundy is living the high life with his wife Veronica Corningstone and son Walter Burgundy. However, when the boss decides to promote Veronica to full time lead anchor and fire Ron, everything changes. Now heading back to San Diego, Ron is washed up and working part time at Sea World. His shot at redemption though comes in the form of a man named Freddie Schapp, who's an executive producer at the Global News Network, the world's first 24 hour round the clock news channel. He hires Ron, who proceeds to reunite the news team of Champ, Brick, and Brian, and head back to New York City. While there Ron and his news team are given the graveyard shift and a challenge. Ron comes up with a radical new idea to transform the news and that puts him at the top of the game once again. But how long will Ron's newfound fame last? And will Brick finally find true love?",Steve Carell
43,tt12312872,Fast and Loose,Fast and Loose,\N,\N,"Action,Crime,Thriller",,,"After the leader of an upper-echelon criminal organization suffers memory loss from an attack, he reunites with his crew, only to find that things aren't what he thinks they are. When John Riley wakes up in Tijuana after being left for dead with absolutely no memory, he follows a string of clues to uncover his identity discovering he's been living two different lives: one, as a super-successful crime kingpin, surrounded by beautiful women, expensive toys, and a lavish lifestyle and the other as an undercover CIA agent, but with a puny salary, no family or home life whatsoever, and zero trappings of success. The problem is, he can't remember which of these two personas is his true identity, and, more importantly, which life he really wants to live.",Will Smith
44,tt1231583,Due Date,Due Date,2010,95,"Comedy,Drama",6.5,349218.0,"Businessman and first time father (to-be), Peter Highman, is in Atlanta heading home to LA, where his wife is about to give birth, but after getting kicked off a plane, due to his seat mate, the pair end up trying to hitch a ride to the west coast.",Robert Downey Jr.
45,tt12359080,Zero Contact,Zero Contact,2022,97,Thriller,3.6,965.0,"ZERO CONTACT follows five characters based all over the world, connected only by their devotion to the late founder and tech titan Finley Hart (played by Anthony Hopkins). Forced to work together to shut down Hart's most secret invention, a machine that is either the solution to mankind's problems or the end of life on earth.",Anthony Hopkins
46,tt12361974,Zack Snyder's Justice League,Zack Snyder's Justice League,2021,242,"Action,Adventure,Fantasy",8.0,409532.0,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions. The task proves more difficult than Bruce imagined, as each of the recruits must face the demons of their own pasts to transcend that which has held them back, allowing them to come together, finally forming an unprecedented league of heroes. Now united, Batman, Wonder Woman, Aquaman, Cyborg and The Flash may be too late to save the planet from Steppenwolf, DeSaad and Darkseid and their dreadful intentions.",Ben Affleck
47,tt12412888,Sonic the Hedgehog 2,Sonic the Hedgehog 2,2022,122,"Action,Adventure,Comedy",6.5,73000.0,"After settling in Green Hills, Sonic is ready for more freedom, and Tom and Maddie agree to leave him home while they go on vacation. But, no sooner are they gone, when Dr. Robotnik comes back, this time with a new partner, Knuckles, in search for an emerald that has the power to both build and destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a journey to find the emerald before it falls into the wrong hands. Being directed by Jeff Fowler, and starring Jim Carrey, James Marsden, and Ben Schwartz.",Jim Carrey
48,tt12530246,Emancipation,Emancipation,2022,132,"Action,Thriller",6.1,22496.0,"Over 150 years from today, back in 1863 at Lousiana, a black slave, Gordon, had dreamt of the freedom of black people. Freedom means living their life to the fullest, just like their ""White"" masters: who considered themselves god of 'these Animals'. 'Emancipation' is a tale of a black slave who fought his whole life to live with honor, dignity, and of course, a ""Normal life"" This is the tale of a person who risked his life to join the Lincoln Army, fighting to free his fellow brothers-sisters-sons-daughters. This image of Gordon was taken in 1863 after he managed to be free from his slave master. This is the most accurate depiction of slavery I've seen.",Will Smith
49,tt12593682,Bullet Train,Bullet Train,2022,127,"Action,Comedy,Thriller",7.3,341430.0,"Unlucky assassin Ladybug (Brad Pitt) is determined to do his job peacefully after one too many gigs has gone off the rails. Fate has other plans, however: Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe--all with connected, yet conflicting, objectives--on the world's fastest train. The end of the line is just the beginning in this non-stop thrill-ride through modern-day Japan.",Brad Pitt
50,tt1263670,Crazy Heart,Crazy Heart,2009,112,"Drama,Music,Romance",7.2,91904.0,"Bad Blake is a broken-down, hard-living country music singer who's had way too many marriages, far too many years on the road and one too many drinks way too many times. And yet, Bad can't help but reach for salvation with the help of Jean, a journalist who discovers the real man behind the musician.",
51,tt1270797,Venom,Venom,2018,112,"Action,Adventure,Sci-Fi",6.6,500830.0,"After a faulty interview with the Life Foundation ruins his career, former reporter Eddie Brock's life is in pieces. Six months later, he comes across the Life Foundation again, and he comes into contact with an alien symbiote and becomes Venom, a parasitic antihero.",
52,tt1273221,London Fields,London Fields,2018,118,"Crime,Mystery,Thriller",3.9,11479.0,"An American writer arrives in London where he meets Nicola Six, a beautiful woman who soon becomes his muse. She is playing a dangerous game, dating a small-time (married) gangster and a wealthy businessman in an effort to con them both. A clairvoyant, she has premonitions of her own death, at the hands of one of the three men she is involved with.",
53,tt12747748,Leave the World Behind,Leave the World Behind,2023,\N,Drama,,,"Amanda and Clay's aspirational vacation with their teenage children is interrupted by the arrival of a middle aged couple who own the holiday home and who have fled an unprecedented blackout in the city. When the internet, television and radio stop working, as does the landline, they have no way of finding out what is happening. As strange sonic booms shatter the peace of the countryside, and animals start to migrate in strange ways, the physical and mental health of the families begins to disintegrate. The renters are upscale and White; the owners are upscale and Black. The issues of race and clash become distractions to the more alarming things are happening all around them.",Julia Roberts
54,tt1289401,Ghostbusters,Ghostbusters,2016,117,"Action,Comedy,Fantasy",6.8,236131.0,"Paranormal researcher Abby Yates and physicist Erin Gilbert are trying to prove that ghosts exist in modern society. When strange apparitions appear in Manhattan, Gilbert and Yates turn to engineer Jillian Holtzmann for help. Also joining the team is Patty Tolan, a lifelong New Yorker who knows the city inside and out. Armed with proton packs and plenty of attitude, the four women prepare for an epic battle as more than 1,000 mischievous ghouls descend on Times Square.",
55,tt1294970,The Angriest Man in Brooklyn,The Angriest Man in Brooklyn,2014,83,"Comedy,Drama",5.7,23069.0,"Some people have bad days. Henry Altmann (Williams) has one every day. Always unhappy and angry at the world including everyone in it, Henry sits impatiently at the doctor's office when he is finally seen by Dr. Sharon Gill (Kunis). Sharon, who is enduring her own bad day, reveals that Henry has a brain aneurysm. This news makes Henry even angrier, yelling at Sharon he demands to know how much time he has left. Faced with Henry's anger and insults, Sharon abruptly tells him he has only 90 minutes. Shocked and reeling by this news, Henry storms out of the office leaving Sharon stunned by what she has just done in a lapse of judgment. As Sharon goes on a city-wide search, Henry struggles with his diagnosis, determined to make amends with everyone he has hurt in his life.",Robin Williams
56,tt1300854,Iron Man 3,Iron Man Three,2013,130,"Action,Adventure,Sci-Fi",7.1,865068.0,"Marvel's ""Iron Man 3"" pits brash-but-brilliant industrialist Tony Stark/Iron Man against an enemy whose reach knows no bounds. When Stark finds his personal world destroyed at his enemy's hands, he embarks on a harrowing quest to find those responsible. This journey, at every turn, will test his mettle. With his back against the wall, Stark is left to survive by his own devices, relying on his ingenuity and instincts to protect those closest to him. As he fights his way back, Stark discovers the answer to the question that has secretly haunted him: does the man make the suit or does the suit make the man?",Robert Downey Jr.
57,tt1302006,The Irishman,The Irishman,2019,209,"Biography,Crime,Drama",7.8,400602.0,"Frank ""The Irishman"" Sheeran is a man with a lot on his mind. The former labor union high official and hitman, learned to kill serving in Italy during the Second World War. He now looks back on his life and the hits that defined his mob career, maintaining connections with the Bufalino crime family. In particular, the part he claims to have played in the disappearance of his life-long friend, Jimmy Hoffa, the former president of the International Brotherhood of Teamsters, who mysteriously vanished in late July 1975 at the age of 62.",Robert De Niro
58,tt13055982,Savage Salvation,Savage Salvation,2022,101,"Action,Thriller",4.6,1504.0,"Sheriff Church (Robert De Niro) and Detective Zeppelin strive to keep the peace in their rough town, where residents' only two interests are the church or oxycodone. Newly engaged Shelby John (Jack Huston) and Ruby Red want a fresh start. They decide to have a family together and get clean, with the support of Ruby's brother-in-law Peter (John Malkovich). But Shelby discovers his beloved Ruby dead on their porch before she could fulfill her final wish: to be baptized in the river have all her sins washed away. Filled with fiery rage, Shelby embarks on a vengeful killing spree to right all the wrong done to Ruby by every last link in the drug-dealing chain. Armed with nothing but adrenaline and a nail gun, Shelby picks off dealers and junkies one by one until he gets to the top. Sheriff Church and Detective Zeppelin must race against the clock to put an end to Shelby's vigilante justice before his fight with the crime lord Coyote (Quavo) turns the entire town into a bloodbath.",Robert De Niro
